site,car_id,car_descrip,car_make,car_model,car_trim,car_year,car_category,car_mileage,car_price,car_extColor,car_transmission,car_driveTrain,car_vendor,car_location,car_detail_link,car_img_link
carsDotCom,705243812,Used 2014 Toyota Avalon XLE,Toyota,Avalon,XLE,2014,Used,45620,20500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243812/overview/,https://www.cstatic-images.com/phototab/7/c/b/5c/b9ed348cefb5a592158931eab6.jpg
carsDotCom,705243989,Used 2013 Honda Fit Sport,Honda,Fit,Sport,2013,Used,45633,12250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243989/overview/,https://www.cstatic-images.com/phototab/7/3/e/ce/af46524bcd53b606f127261dded.jpg
carsDotCom,701215420,Used 2014 BMW X1 xDrive 35i,BMW,X1,xDrive 35i,2014,Used,45787,23750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701215420/overview/,https://www.cstatic-images.com/phototab/a/6/b/19/9211bfb8409cd3dd886dea9b418.jpg
carsDotCom,701851295,Used 2014 Toyota Highlander Limited,Toyota,Highlander,Limited,2014,Used,45832,32750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701851295/overview/,https://www.cstatic-images.com/phototab/c/f/0/96/f64dd489e835effb45c8befaa.jpg
carsDotCom,705243813,Used 2014 Lincoln MKZ Base,Lincoln,MKZ,Base,2014,Used,45880,21000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243813/overview/,https://www.cstatic-images.com/phototab/7/4/8/ff/f126fa79b3ada5e1cc05a24fc39.jpg
carsDotCom,702078537,Used 2013 Volkswagen Tiguan SE,Volkswagen,Tiguan,SE,2013,Used,45885,16000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702078537/overview/,https://www.cstatic-images.com/phototab/2/3/4/ee/fc5b76d60fff6e639acdc5c5fad.jpg
carsDotCom,701851047,Used 2015 Ford Expedition EL Limited,Ford,Expedition EL,Limited,2015,Used,45908,36500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701851047/overview/,https://www.cstatic-images.com/phototab/5/4/2/a0/c7fab0b2a3b6accc7f3edd12730.jpg
carsDotCom,705069880,Used 2015 Mazda Mazda6 i Sport,Mazda,Mazda6,i Sport,2015,Used,45936,14250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069880/overview/,https://www.cstatic-images.com/phototab/5/0/8/35/2baf4982c03405dd8dbc3912dcd.jpg
carsDotCom,705243857,Used 2013 Volvo XC60 T6,Volvo,XC60,T6,2013,Used,45972,25500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243857/overview/,https://www.cstatic-images.com/phototab/2/c/1/54/1b4f11fc7f4151b7fc991a2616f.jpg
carsDotCom,702570499,Used 2015 Toyota RAV4 XLE,Toyota,RAV4,XLE,2015,Used,46030,18750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702570499/overview/,https://www.cstatic-images.com/phototab/6/4/d/95/4280f65ae65321941a629a155cd.jpg
carsDotCom,704352950,Used 2013 Lexus RX 350 Base,Lexus,RX 350,Base,2013,Used,46060,28250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704352950/overview/,https://www.cstatic-images.com/phototab/d/7/e/89/69fc908e15e57ff0e2f90962cc2.jpg
carsDotCom,705069762,Used 2014 Ford Fiesta SE,Ford,Fiesta,SE,2014,Used,46099,9750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069762/overview/,https://www.cstatic-images.com/phototab/4/9/f/02/b5be1ee34645800e011fcd4d0a.jpg
carsDotCom,705446974,Used 2014 Ford Explorer XLT,Ford,Explorer,XLT,2014,Used,46180,23000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705446974/overview/,https://www.cstatic-images.com/phototab/6/2/5/f9/ef8d5853dd2ebd9a2365d7fd15a.jpg
carsDotCom,704642524,Used 2014 Mercedes-Benz CLS 550 4MATIC,Mercedes-Benz,,CLS 550 4MATIC,2014,Used,46181,42000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704642524/overview/,https://www.cstatic-images.com/phototab/d/e/e/05/c9ac8381bd03d2712efc2dd6ea1.jpg
carsDotCom,704115477,Used 2014 Honda Pilot EX-L,Honda,Pilot,EX-L,2014,Used,46191,27500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704115477/overview/,https://www.cstatic-images.com/phototab/6/a/7/7d/19852e80d63afea2dfa2fb2fcf9.jpg
carsDotCom,702400993,Used 2015 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,,ML 350 4MATIC,2015,Used,46247,34000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702400993/overview/,https://www.cstatic-images.com/phototab/e/3/9/64/2e099df403c63ac882f1e3249a6.jpg
carsDotCom,705337478,Used 2014 Toyota RAV4 XLE,Toyota,RAV4,XLE,2014,Used,46258,18250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705337478/overview/,https://www.cstatic-images.com/phototab/a/d/1/6f/57967c95a3a6d7d5f47ec714371.jpg
carsDotCom,704883604,Used 2015 Toyota RAV4 Limited,Toyota,RAV4,Limited,2015,Used,46266,22750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704883604/overview/,https://www.cstatic-images.com/phototab/b/0/f/1f/a941ee1b4de7ed39ede93c3113c.jpg
carsDotCom,701851059,Used 2014 Honda CR-V EX-L,Honda,CR-V,EX-L,2014,Used,46314,19250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701851059/overview/,https://www.cstatic-images.com/phototab/9/7/1/cd/e9a9fef2c7f568baee97c4d6cef.jpg
carsDotCom,702804657,Used 2013 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,Laredo,2013,Used,46339,22250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702804657/overview/,https://www.cstatic-images.com/phototab/b/f/1/df/05d1c3559f2025013d5d2708813.jpg
carsDotCom,705444309,Used 2014 Lincoln MKZ Hybrid Base,Lincoln,MKZ Hybrid,Base,2014,Used,46468,20750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705444309/overview/,https://www.cstatic-images.com/phototab/2/d/e/0c/bf1e6aabcaed6dada6b7b794f65.jpg
carsDotCom,705817364,Used 2015 Mazda Mazda6 i Sport,Mazda,Mazda6,i Sport,2015,Used,46520,14250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817364/overview/,https://www.cstatic-images.com/phototab/a/d/f/0f/b7181558faa1280b4bf02a4beb0.jpg
carsDotCom,701562777,Used 2014 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,LT,2014,Used,46536,29000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562777/overview/,https://www.cstatic-images.com/phototab/2/1/b/a4/f8f2b6692f38b6af821cae6b5e5.jpg
carsDotCom,703715495,Used 2014 Kia Sportage LX,Kia,Sportage,LX,2014,Used,46583,14250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703715495/overview/,https://www.cstatic-images.com/phototab/9/a/8/8b/e1c452452c1e1d77cf014c796d1.jpg
carsDotCom,703825398,Used 2013 Nissan Maxima SV,Nissan,Maxima,SV,2013,Used,46602,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703825398/overview/,https://www.cstatic-images.com/phototab/8/3/e/cf/1052dcddefc1680edd5bc0bf3b.jpg
carsDotCom,701215634,Used 2015 Toyota 4Runner SR5,Toyota,4Runner,SR5,2015,Used,46607,27500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701215634/overview/,https://www.cstatic-images.com/phototab/f/9/4/f6/8f63775c217970cb9676a5e5afe.jpg
carsDotCom,705445005,Used 2014 GMC Acadia SLE-2,GMC,Acadia,SLE-2,2014,Used,46632,22000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705445005/overview/,https://www.cstatic-images.com/phototab/c/d/9/01/e940eff43b8de424ff85b5bcd2a.jpg
carsDotCom,703036357,Used 2013 Dodge Grand Caravan R/T,Dodge,Grand Caravan,R/T,2013,Used,46855,19000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703036357/overview/,https://www.cstatic-images.com/phototab/5/3/6/41/bc84ba3f2deec37d3793b2f866c.jpg
carsDotCom,701562823,Used 2014 BMW X3 xDrive28i,BMW,X3,xDrive28i,2014,Used,46987,27250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562823/overview/,https://www.cstatic-images.com/phototab/e/4/f/3e/c3115d3720071858b23e4c70287.jpg
carsDotCom,705575269,Used 2013 Ford Fusion Hybrid SE,Ford,Fusion Hybrid,SE,2013,Used,47013,15000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705575269/overview/,https://www.cstatic-images.com/phototab/5/3/b/b2/3667f061eea3181c0740ad918ba.jpg
carsDotCom,704834452,Used 2014 Lexus CT 200h Base,Lexus,CT 200h,Base,2014,Used,47093,20500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834452/overview/,https://www.cstatic-images.com/phototab/4/d/3/03/e8a8c73f355b96221208c270395.jpg
carsDotCom,701563323,Used 2014 Toyota Prius Three,Toyota,Prius,Three,2014,Used,47106,16000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563323/overview/,https://www.cstatic-images.com/phototab/4/5/4/79/0aece653c450846781f22ceee6.jpg
carsDotCom,703792314,Used 2013 Buick Encore Leather,Buick,Encore,Leather,2013,Used,47262,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703792314/overview/,https://www.cstatic-images.com/phototab/7/f/4/f7/092e6f603ca0680c46e9793fab3.jpg
carsDotCom,705817270,Used 2014 Chevrolet Traverse 1LT,Chevrolet,Traverse,1LT,2014,Used,47269,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817270/overview/,https://www.cstatic-images.com/phototab/9/b/3/1a/b10c630d102f5b114dd450d00cb.jpg
carsDotCom,704883505,Used 2015 Cadillac SRX Performance Collection,Cadillac,SRX,Performance Collection,2015,Used,47322,28500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704883505/overview/,https://www.cstatic-images.com/phototab/7/0/e/a8/e661f8c0421f503aa775fea5187.jpg
carsDotCom,703897078,Used 2015 BMW 335 i xDrive,BMW,335,i xDrive,2015,Used,47346,30500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703897078/overview/,https://www.cstatic-images.com/phototab/4/6/c/a6/498810b5108df66703d78d3b776.jpg
carsDotCom,700526983,Used 2013 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,Laredo,2013,Used,47419,21250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700526983/overview/,https://www.cstatic-images.com/phototab/2/8/3/9b/8f034c0458e8b6d3f6316862508.jpg
carsDotCom,704642248,Used 2013 Lexus ES 350 Base,Lexus,ES 350,Base,2013,Used,47435,22750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704642248/overview/,https://www.cstatic-images.com/phototab/7/b/2/59/f7a91f9e36a7c5cfcafa9e8a94b.jpg
carsDotCom,704533780,Used 2014 Honda CR-V LX,Honda,CR-V,LX,2014,Used,47476,16000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704533780/overview/,https://www.cstatic-images.com/phototab/5/2/1/d2/9cbf11653e5fedafb2a349a979f.jpg
carsDotCom,701447536,Used 2014 Mercedes-Benz E 350,Mercedes-Benz,,E 350,2014,Used,47483,28500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701447536/overview/,https://www.cstatic-images.com/phototab/3/5/3/23/7f76e553094ad1996ab13058199.jpg
carsDotCom,705069756,Used 2014 BMW X3 xDrive28i,BMW,X3,xDrive28i,2014,Used,47737,26250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069756/overview/,https://www.cstatic-images.com/phototab/c/3/7/e7/57aeac045346da05af6a6844de8.jpg
carsDotCom,703444385,Used 2014 BMW 535 i xDrive,BMW,535,i xDrive,2014,Used,47809,28750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703444385/overview/,https://www.cstatic-images.com/phototab/1/3/a/67/2d07cb379b32734a2c914eb98f0.jpg
carsDotCom,704428847,Used 2009 Ford Mustang GT Deluxe,Ford,Mustang,GT Deluxe,2009,Used,47861,16500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704428847/overview/,https://www.cstatic-images.com/phototab/8/1/b/95/552d746ed1df60f0d7da5d2c99c.jpg
carsDotCom,704114871,Used 2014 Lexus GS 350 Base,Lexus,GS 350,Base,2014,Used,47862,30500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704114871/overview/,https://www.cstatic-images.com/phototab/8/f/e/40/d05155a5feb9d7cd1bc960ceb6a.jpg
carsDotCom,705817269,Used 2014 MINI Countryman Cooper S,MINI,Countryman,Cooper S,2014,Used,48042,18500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817269/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,705243871,Used 2013 Lincoln MKZ Base,Lincoln,MKZ,Base,2013,Used,48068,19500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243871/overview/,https://www.cstatic-images.com/phototab/4/3/4/46/a9d37e8fb5080cbd92efe894e52.jpg
carsDotCom,703036509,Used 2014 Toyota RAV4 LE,Toyota,RAV4,LE,2014,Used,48122,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703036509/overview/,https://www.cstatic-images.com/phototab/c/8/a/20/ad7b5d2fbdbd802594ce12e1c12.jpg
carsDotCom,703117486,Used 2014 Nissan Murano SL,Nissan,Murano,SL,2014,Used,48131,21000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703117486/overview/,https://www.cstatic-images.com/phototab/2/b/c/3c/9517d6945a73746706e59301a22.jpg
carsDotCom,704834424,Used 2014 BMW X5 xDrive35i,BMW,X5,xDrive35i,2014,Used,48143,37500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834424/overview/,https://www.cstatic-images.com/phototab/5/d/5/de/6cb9595cef5c326c9950a244e46.jpg
carsDotCom,705337159,Used 2014 Volvo XC60 T6,Volvo,XC60,T6,2014,Used,48297,27250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705337159/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,705784897,Used 2013 Honda Civic LX,Honda,Civic,LX,2013,Used,48408,12000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705784897/overview/,https://www.cstatic-images.com/phototab/1/c/1/85/256e7b63f0ad5e28b6d1abe829d.jpg
carsDotCom,705817397,Used 2014 Ford Fusion SE,Ford,Fusion,SE,2014,Used,48485,15000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817397/overview/,https://www.cstatic-images.com/phototab/8/9/8/53/a7fb705178835469bd55c553edc.jpg
carsDotCom,705784874,Used 2013 Hyundai Sonata GLS,Hyundai,Sonata,GLS,2013,Used,48548,12000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705784874/overview/,https://www.cstatic-images.com/phototab/a/8/9/b7/46dd96583da483fb7d3d9596904.jpg
carsDotCom,701954277,Used 2014 Acura TL 3.5,Acura,TL,3.5,2014,Used,48582,19000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701954277/overview/,https://www.cstatic-images.com/phototab/e/2/d/9e/e205d72e1475b11d97dc801f558.jpg
carsDotCom,705784891,Used 2014 Volkswagen Jetta SE,Volkswagen,Jetta,SE,2014,Used,48660,12000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705784891/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,701562152,Used 2014 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,Limited,2014,Used,48664,26750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562152/overview/,https://www.cstatic-images.com/phototab/9/e/c/4e/243afb24164244292c703df5df6.jpg
carsDotCom,704462833,Used 2014 INFINITI Q50 Hybrid Sport,INFINITI,Q50 Hybrid,Sport,2014,Used,48892,24750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704462833/overview/,https://www.cstatic-images.com/phototab/4/1/9/23/25fae4c083f64cbe5c6793d0131.jpg
carsDotCom,699961942,Used 2014 Hyundai Tucson SE,Hyundai,Tucson,SE,2014,Used,48967,16000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699961942/overview/,https://www.cstatic-images.com/phototab/4/0/5/ff/b2766649d83449bacb3733eed58.jpg
carsDotCom,705445662,Used 2013 Acura TSX 2.4,Acura,TSX,2.4,2013,Used,48970,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705445662/overview/,https://www.cstatic-images.com/phototab/d/4/e/96/e2f4cf897d24886a52cac60d6a.jpg
carsDotCom,702570145,Used 2013 Lexus ES 350 Base,Lexus,ES 350,Base,2013,Used,49012,22750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702570145/overview/,https://www.cstatic-images.com/phototab/4/6/f/27/e5ee61e1bdb8bbdf0a1a9c57eab.jpg
carsDotCom,701562166,Used 2014 Nissan Maxima S,Nissan,Maxima,S,2014,Used,49156,16000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562166/overview/,https://www.cstatic-images.com/phototab/7/d/9/2d/bcb9dd3beec5afc1ba69d6684d8.jpg
carsDotCom,703264873,Used 2014 BMW 535 i,BMW,535,i,2014,Used,49194,29250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703264873/overview/,https://www.cstatic-images.com/phototab/4/1/c/7d/76b6f924ac8c3d877fed8870f93.jpg
carsDotCom,705575257,Used 2014 Volkswagen Tiguan 4MOTION Auto SE,Volkswagen,Tiguan,4MOTION Auto SE,2014,Used,49272,17000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705575257/overview/,https://www.cstatic-images.com/phototab/b/b/6/46/09fe1c6377bfc73b1a0a25498a9.jpg
carsDotCom,705243669,Used 2013 Chevrolet Silverado 1500 LTZ,Chevrolet,Silverado 1500,LTZ,2013,Used,49280,30250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243669/overview/,https://www.cstatic-images.com/phototab/4/0/0/88/d9071880484dda7fb9e21a48ed.jpg
carsDotCom,701562982,Used 2014 BMW X5 xDrive35i,BMW,X5,xDrive35i,2014,Used,49289,34750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562982/overview/,https://www.cstatic-images.com/phototab/8/5/d/fb/6a28d3830578dfccfe9627d08b9.jpg
carsDotCom,701562748,Used 2015 BMW 535 i xDrive,BMW,535,i xDrive,2015,Used,49308,32000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562748/overview/,https://www.cstatic-images.com/phototab/9/3/e/6e/30a73710ea62ab0d7d72c55f7a5.jpg
carsDotCom,701447501,Used 2014 Kia Sportage LX,Kia,Sportage,LX,2014,Used,49424,14750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701447501/overview/,https://www.cstatic-images.com/phototab/e/3/a/43/50a80e16f93b66e982b9342a1be.jpg
carsDotCom,705575854,Used 2013 INFINITI M37 Base,INFINITI,M37,Base,2013,Used,49540,27500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705575854/overview/,https://www.cstatic-images.com/phototab/1/f/a/4d/7cb549edd2e09d30bc8037bc571.jpg
carsDotCom,699717737,Used 2014 BMW 328 i xDrive,BMW,328,i xDrive,2014,Used,49553,28250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699717737/overview/,https://www.cstatic-images.com/phototab/7/4/b/5a/4f2751ec52d33a47690d608dd56.jpg
carsDotCom,701563287,Used 2014 BMW 535 i xDrive,BMW,535,i xDrive,2014,Used,49610,30750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563287/overview/,https://www.cstatic-images.com/phototab/3/6/9/5d/e0405046cf666c4692135b61b1.jpg
carsDotCom,701562348,Used 2014 Nissan Rogue SL,Nissan,Rogue,SL,2014,Used,49793,19500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562348/overview/,https://www.cstatic-images.com/phototab/9/7/7/a3/ac9f4023c2fd4ea32e2afbb9dfd.jpg
carsDotCom,703265001,Used 2014 BMW 528 i,BMW,528,i,2014,Used,49997,26750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703265001/overview/,https://www.cstatic-images.com/phototab/2/b/5/ac/1325c32fb51f7cbd01f3ab940a2.jpg
carsDotCom,705069993,Used 2013 Mazda Mazda3 i SV,Mazda,Mazda3,i SV,2013,Used,50135,10500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069993/overview/,https://www.cstatic-images.com/phototab/3/f/2/8c/68755627a2f6cb057b89d964c2f.jpg
carsDotCom,703264949,Used 2014 GMC Acadia SLE-1,GMC,Acadia,SLE-1,2014,Used,50151,20750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703264949/overview/,https://www.cstatic-images.com/phototab/1/9/5/8c/ea16d5f827510cf50ba1d532820.jpg
carsDotCom,705446368,Used 2012 Mazda CX-9 Touring,Mazda,CX-9,Touring,2012,Used,50176,17500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705446368/overview/,https://www.cstatic-images.com/phototab/5/b/4/6f/f70ab48b8f79d1aac9658ce2359.jpg
carsDotCom,703896113,Used 2014 Dodge Grand Caravan R/T,Dodge,Grand Caravan,R/T,2014,Used,50402,17750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703896113/overview/,https://www.cstatic-images.com/phototab/a/6/6/ce/c8c17493c2f14e4c3415cbc062f.jpg
carsDotCom,701562658,Used 2014 Ford Explorer Limited,Ford,Explorer,Limited,2014,Used,50427,27000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562658/overview/,https://www.cstatic-images.com/phototab/7/0/8/99/da198343412440bf21fdb3e07a5.jpg
carsDotCom,703150331,Used 2014 Honda CR-V EX-L,Honda,CR-V,EX-L,2014,Used,50684,19000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703150331/overview/,https://www.cstatic-images.com/phototab/7/d/0/ba/21bfc486a864a01db400923c116.jpg
carsDotCom,700527020,Used 2014 Cadillac SRX Performance Collection,Cadillac,SRX,Performance Collection,2014,Used,50813,24750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700527020/overview/,https://www.cstatic-images.com/phototab/f/e/f/3b/3e80f92a4cf9fe860f772ff1916.jpg
carsDotCom,705817357,Used 2012 Ford Fusion SEL,Ford,Fusion,SEL,2012,Used,50839,13500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817357/overview/,https://www.cstatic-images.com/phototab/2/3/7/17/8a0c1c8607e45cb5eb9fdbbe69d.jpg
carsDotCom,704115121,Used 2014 Mercedes-Benz GLK 350 4MATIC,Mercedes-Benz,,GLK 350 4MATIC,2014,Used,50965,27250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704115121/overview/,https://www.cstatic-images.com/phototab/5/e/4/e2/aeedd5bea5f82843862102c7af9.jpg
carsDotCom,703996643,Used 2014 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,,ML 350 4MATIC,2014,Used,50997,34000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703996643/overview/,https://www.cstatic-images.com/phototab/7/5/3/04/37b14b49d32fe21839cdd0a8a33.jpg
carsDotCom,705243859,Used 2014 BMW X1 xDrive 28i,BMW,X1,xDrive 28i,2014,Used,51002,20250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243859/overview/,https://www.cstatic-images.com/phototab/d/1/d/87/78b87f858e97328ae05ab77535.jpg
